ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Павлов Аким Чеславович,2019,Платка,7.0,306.6,Лечебное дело,п. Хужир,+7 (167) 153-2079,,80.0,65.0,,,92.0
Королев Ярослав Феодосьевич,2020,Целевое,8.4,169.1,Кибербезопасность,ст. Мокшан,+7 (012) 475-0218,27.0,39.0,,,19.0,
Самсон Захарьевич Харитонов,2021,Платка,7.5,336.0,Международные отношения,клх Ноглики,+7 332 458 1567,86.0,90.0,,85.0,,
Зинаида Афанасьевна Новикова,2019,Бюджет,7.5,261.3,Прикладная информатика,д. Бодайбо,+7 (800) 431-0156,,50.0,75.0,,,61.0
Платон Александрович Ефимов,2022,Бюджет,6.3,281.0,Международные отношения,клх Златоуст,84886081807,,58.0,,72.0,88.0,
Ангелина Егоровна Федорова,2021,Целевое,8.2,316.9,Философия,ст. Вилюйск,+7 301 544 9509,95.0,76.0,,,,64.0
Громов Тимофей Чеславович,2019,Целевое,8.3,358.4,История,с. Егорьевск,88116771372,,,100.0,84.0,,91.0
Данила Герасимович Беспалов,2023,Платка,6.9,352.6,Международные отношения,п. Соловки,8 325 006 03 30,,,90.0,94.0,100.0,
Кира Натановна Соболева,2021,Целевое,9.6,384.8,Прикладная математика,д. Коломна,+72529999671,,,94.0,100.0,,95.0
Любовь Геннадиевна Шубина,2019,Платка,8.0,295.1,Лечебное дело,к. Серов,8 (479) 456-6834,,,,68.0,69.0,78.0
Павел Виленович Туров,2023,Бюджет,9.6,360.7,Информатика,п. Грозный,86390050917,85.0,100.0,,,,80.0
Парамон Евсеевич Емельянов,2022,Целевое,6.3,323.7,Прикладная информатика,клх Новгород Великий,8 (230) 676-1262,82.0,,91.0,,,88.0
Якушев Мирослав Андреевич,2022,Целевое,6.9,278.2,Философия,п. Шелехов,+7 811 677 6730,,76.0,,78.0,,55.0
Лаврентий Артемьевич Осипов,2020,Платка,8.8,355.6,Прикладная информатика,клх Сосновый Бор,+7 484 311 6015,,97.0,88.0,,,83.0
Шарапова Ия Яковлевна,2021,Целевое,7.3,366.9,Радиофизика,с. Палана,+7 170 430 90 83,94.0,100.0,,100.0,,
Кузнецов Бажен Фёдорович,2021,Бюджет,9.2,367.6,Лечебное дело,ст. Талдом,+7 396 548 56 72,100.0,,,93.0,,83.0
Галина Робертовна Ширяева,2023,Бюджет,6.8,304.4,Кибербезопасность,п. Североморск,+7 187 084 5971,,73.0,79.0,84.0,,
Зыков Павел Демьянович,2023,Бюджет,7.1,304.6,История,г. Рубцовск,+7 (153) 024-84-90,,,73.0,67.0,94.0,
Лора Наумовна Осипова,2020,Бюджет,7.1,286.7,Психология,клх Оса,+75894377789,,55.0,95.0,66.0,,
Русаков Мина Филиппович,2020,Бюджет,7.9,245.2,Прикладная информатика,д. Бавлы,8 063 157 64 30,,66.0,58.0,,42.0,
Боброва Екатерина Егоровна,2019,Бюджет,8.7,287.0,История,г. Змеиногорск,+76971773056,,70.0,56.0,74.0,,
Кононова Вера Федоровна,2021,Бюджет,8.5,299.2,Кибербезопасность,клх Оленегорск (Якут.),+7 (879) 624-9608,,62.0,59.0,93.0,,
Мухин Болеслав Аксёнович,2022,Целевое,8.0,314.6,Международные отношения,к. Терней,+7 784 814 42 68,77.0,,,67.0,,91.0
Андреева Мария Михайловна,2021,Целевое,7.3,333.6,Информатика,с. Ижевск,8 111 000 17 66,,,,94.0,90.0,77.0
Милан Фадеевич Харитонов,2020,Целевое,8.4,314.8,Международные отношения,с. Комсомольск-на-Амуре,+7 363 841 98 48,,71.0,,70.0,90.0,
Афиноген Афанасьевич Игнатов,2019,Бюджет,7.9,273.2,Прикладная информатика,д. Сосновый Бор,+78471868022,48.0,,,,77.0,69.0
Авдеева Тамара Борисовна,2022,Целевое,8.8,349.3,Философия,к. Инта,+7 622 745 3437,,,,100.0,99.0,62.0
Петров Нифонт Артурович,2023,Бюджет,9.8,273.0,История,с. Змеиногорск,8 (691) 953-7563,,56.0,51.0,68.0,,
Карпов Семен Григорьевич,2023,Целевое,7.7,326.8,История,п. Шатой,8 622 699 6820,87.0,83.0,,,,80.0
Симонова Валерия Степановна,2023,Платка,8.8,354.6,Прикладная информатика,г. Кыштым,8 (876) 251-06-27,85.0,,,,82.0,100.0
Карл Викторович Дроздов,2019,Целевое,9.5,374.6,Радиофизика,ст. Шелагонцы,8 (256) 390-82-65,98.0,,90.0,,92.0,
Красильников Демьян Гордеевич,2022,Бюджет,7.9,248.9,Радиофизика,с. Тутаев,8 604 921 8876,58.0,51.0,,,,61.0
Дементьева Наина Геннадьевна,2022,Целевое,7.2,338.1,Философия,д. Кыштым,+7 (092) 823-37-26,,96.0,,85.0,,85.0
Демьян Харлампьевич Суворов,2021,Платка,8.3,359.4,Прикладная информатика,д. Переславль-Залесский,+76947659638,,,100.0,100.0,,76.0
Пономарев Анисим Гурьевич,2019,Бюджет,7.3,293.9,Кибербезопасность,с. Дзержинск,86451537048,,66.0,,76.0,,79.0
Никифорова Феврония Наумовна,2023,Бюджет,6.5,288.8,Прикладная информатика,д. Абакан,+74703732410,63.0,94.0,,,67.0,
Наталья Руслановна Князева,2022,Платка,9.5,242.7,Психология,д. Баргузин,+71791849814,47.0,,,47.0,,54.0
Фаина Леонидовна Куликова,2023,Платка,7.1,357.1,Кибербезопасность,ст. Томари,+7 (739) 699-7866,,86.0,100.0,100.0,,
Моисеев Захар Тихонович,2022,Бюджет,8.7,206.3,Прикладная информатика,г. Куртамыш,+7 553 316 52 28,,24.0,,73.0,22.0,
Лука Артурович Федотов,2021,Целевое,8.5,385.2,История,д. Павловский Посад,83231261520,,,100.0,100.0,,100.0
Власова Клавдия Владимировна,2021,Бюджет,6.6,334.0,Философия,ст. Якутск,8 350 272 4435,,86.0,88.0,,94.0,
Самсонов Фортунат Ефремович,2021,Бюджет,6.2,248.8,Прикладная информатика,к. Апатиты,8 643 370 3391,68.0,,60.0,,,59.0
Титов Эрнест Яковлевич,2020,Целевое,6.3,304.1,Информатика,д. Ноябрьск,8 (182) 771-01-17,88.0,,,95.0,58.0,
г-жа Шашкова Нинель Валентиновна,2020,Платка,6.3,313.4,Кибербезопасность,к. Пушкинские Горы,8 718 729 8573,83.0,91.0,,,,76.0
Ия Ниловна Ефимова,2021,Платка,5.6,276.9,Прикладная математика,клх Геленджик,89367957222,62.0,69.0,,90.0,,
Стоян Дорофеевич Орлов,2020,Бюджет,9.1,351.4,Психология,с. Пермь,8 (822) 532-89-16,88.0,,,84.0,88.0,
Кузнецов Аполлинарий Брониславович,2022,Целевое,7.6,310.6,Радиофизика,д. Шилка,8 (817) 814-5075,79.0,,,,83.0,73.0
Анжела Владимировна Рябова,2021,Бюджет,9.6,300.0,Радиофизика,к. Сызрань,8 (746) 288-8192,,60.0,,77.0,67.0,
Богданов Аркадий Елизарович,2019,Платка,7.1,219.5,Информатика,клх Шенкурск,+7 758 053 20 87,44.0,,,,44.0,60.0
Аполлинарий Августович Евсеев,2021,Бюджет,10.0,384.0,Прикладная математика,к. Александровск,8 (933) 558-8212,,,93.0,96.0,,95.0
Оксана Ефимовна Рожкова,2020,Платка,7.3,255.8,Психология,клх Кировск (Мурм.),+7 (621) 661-12-60,68.0,58.0,57.0,,,
Анисимов Пахом Ильясович,2021,Бюджет,10.0,335.0,Кибербезопасность,д. Ханты-Мансийск,+7 (286) 061-3612,,,,84.0,81.0,70.0
Милован Антипович Быков,2020,Платка,6.5,273.4,Прикладная информатика,клх Ногинск (Моск.),8 331 717 4839,,89.0,70.0,,49.0,
Тимофеев Владимир Иосифович,2022,Целевое,9.5,389.5,Международные отношения,д. Касимов,+7 637 668 6245,100.0,,,100.0,,95.0
Смирнова Клавдия Анатольевна,2019,Платка,6.7,241.2,Радиофизика,п. Горячий Ключ,8 119 341 2503,54.0,,,,62.0,58.0
Крюкова Вероника Матвеевна,2021,Бюджет,5.6,227.3,Кибербезопасность,с. Глазов,+7 516 835 71 96,,57.0,,59.0,,55.0
Василиса Михайловна Фомичева,2023,Платка,9.0,339.7,Радиофизика,с. Пермь,+74084696835,91.0,63.0,,96.0,,
Казаков Эмиль Измаилович,2019,Бюджет,7.4,242.3,Информатика,г. Лагань,8 296 610 65 42,44.0,,,,56.0,68.0
Валерий Иосифович Ковалев,2019,Платка,7.7,316.0,Философия,д. Усолье Сибирское,+7 801 639 8630,91.0,79.0,69.0,,,
Федосеева Татьяна Сергеевна,2020,Бюджет,9.0,232.8,Философия,д. Байкальск,8 999 260 20 19,,,43.0,41.0,59.0,
Аксенова Милица Ждановна,2021,Целевое,9.0,359.6,Прикладная информатика,п. Иркутск,+78673157951,96.0,,87.0,,87.0,
Смирнова Вероника Рубеновна,2020,Платка,7.1,325.3,Прикладная информатика,клх Байкальск,8 300 543 94 71,78.0,,100.0,,76.0,
Лонгин Георгиевич Смирнов,2020,Целевое,6.6,326.6,История,клх Устюжна,+7 (109) 407-4049,91.0,,,,98.0,72.0
Кошелев Амос Филатович,2023,Платка,4.9,207.2,Международные отношения,клх Новокузнецк,+7 (579) 906-63-75,49.0,63.0,46.0,,,
Носов Андроник Игнатович,2019,Платка,7.6,350.0,История,г. Якутск,+7 (453) 592-80-59,,75.0,,,99.0,100.0
г-н Самойлов Остап Феоктистович,2019,Платка,7.9,303.9,Международные отношения,к. Онега,8 (331) 561-7687,,71.0,,65.0,89.0,
Фаина Кузьминична Громова,2022,Бюджет,8.1,290.4,Прикладная информатика,к. Бодайбо,82252570191,,64.0,,87.0,58.0,
Данилов Эмиль Абрамович,2019,Целевое,8.1,281.7,Международные отношения,п. Бавлы,+7 731 775 20 24,66.0,,,,68.0,67.0
Филипп Арсенович Ершов,2023,Целевое,7.5,344.1,История,п. Верхний Уфалей,8 561 665 9189,95.0,,,91.0,,83.0
Трифон Александрович Ситников,2020,Платка,7.3,216.8,Прикладная математика,д. Клин,+79167079727,,,54.0,,41.0,49.0
Дьячков Игорь Викторович,2022,Бюджет,7.6,334.8,Прикладная математика,д. Хасавюрт,+7 718 053 8737,,82.0,89.0,88.0,,
Смирнова Раиса Альбертовна,2020,Целевое,8.2,192.2,Философия,г. Эльбрус,8 (422) 627-69-14,48.0,,30.0,,,32.0
Никита Витальевич Уваров,2021,Платка,7.7,376.8,История,г. Любань,80235419101,100.0,100.0,,,,100.0
Август Артёмович Бобров,2019,Целевое,7.7,265.0,Философия,д. Тула,86469862755,66.0,61.0,,61.0,,
Щербакова Раиса Дмитриевна,2019,Целевое,8.6,326.4,Психология,к. Таганрог,8 (800) 059-26-75,80.0,84.0,,,,76.0
