ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Пономарев Николай Викентьевич,2019,Платка,7.0,306.6,Лечебное дело,п. Лабытнанги,+7 398 430 13 23,,80.0,65.0,,,92.0
Пономарев Спартак Федосеевич,2020,Целевое,8.4,169.1,Кибербезопасность,ст. Токсово,83583410327,27.0,39.0,,,19.0,
Анжелика Антоновна Комиссарова,2021,Платка,7.5,336.0,Международные отношения,с. Домбай,8 168 952 37 92,86.0,90.0,,85.0,,
Гришин Аполлинарий Игнатович,2019,Бюджет,7.5,261.3,Прикладная информатика,ст. Щельяюр,8 945 331 7292,,50.0,75.0,,,61.0
Князева Нонна Анатольевна,2022,Бюджет,6.3,281.0,Международные отношения,с. Нефтегорск (Самар.),+7 (537) 383-4239,,58.0,,72.0,88.0,
Бирюков Радислав Елизарович,2021,Целевое,8.2,316.9,Философия,ст. Раменское,8 587 491 8600,95.0,76.0,,,,64.0
Жданова Агафья Болеславовна,2019,Целевое,8.3,358.4,История,п. Шадринск,+77166686525,,,100.0,84.0,,91.0
Архипов Юлий Виленович,2023,Платка,6.9,352.6,Международные отношения,ст. Арзамас,89508697338,,,90.0,94.0,100.0,
Ярополк Матвеевич Шестаков,2021,Целевое,9.6,384.8,Прикладная математика,д. Избербаш,+7 (612) 696-17-89,,,94.0,100.0,,95.0
Григорьева Людмила Валентиновна,2019,Платка,8.0,295.1,Лечебное дело,ст. Соболево,+7 056 262 71 44,,,,68.0,69.0,78.0
Дементий Матвеевич Суханов,2023,Бюджет,9.6,360.7,Информатика,ст. Шарья,+77945830595,85.0,100.0,,,,80.0
Остап Владиславович Елисеев,2022,Целевое,6.3,323.7,Прикладная информатика,ст. Звенигород,+7 963 607 6863,82.0,,91.0,,,88.0
Евсеев Аверьян Харлампьевич,2022,Целевое,6.9,278.2,Философия,клх Бологое,8 014 144 8175,,76.0,,78.0,,55.0
Петрова Милица Владимировна,2020,Платка,8.8,355.6,Прикладная информатика,ст. Сибай,+7 885 981 36 42,,97.0,88.0,,,83.0
Нинель Кузьминична Новикова,2021,Целевое,7.3,366.9,Радиофизика,клх Слюдянка,+7 440 136 3681,94.0,100.0,,100.0,,
Таисия Леонидовна Маслова,2021,Бюджет,9.2,367.6,Лечебное дело,г. Муром,8 377 184 18 99,100.0,,,93.0,,83.0
Эрнст Гурьевич Одинцов,2023,Бюджет,6.8,304.4,Кибербезопасность,д. Бавлы,+7 (929) 926-9804,,73.0,79.0,84.0,,
Логинова Любовь Болеславовна,2023,Бюджет,7.1,304.6,История,п. Пермь,88806963990,,,73.0,67.0,94.0,
Валентина Григорьевна Васильева,2020,Бюджет,7.1,286.7,Психология,с. Верхний Баскунчак,89534997646,,55.0,95.0,66.0,,
Октябрина Богдановна Игнатова,2020,Бюджет,7.9,245.2,Прикладная информатика,клх Арзамас,82629213398,,66.0,58.0,,42.0,
Лукия Ефимовна Мамонтова,2019,Бюджет,8.7,287.0,История,д. Костомукша,8 (425) 923-7225,,70.0,56.0,74.0,,
тов. Быкова Марфа Михайловна,2021,Бюджет,8.5,299.2,Кибербезопасность,п. Гусь-Хрустальный,+7 (801) 440-13-45,,62.0,59.0,93.0,,
Раиса Ниловна Мясникова,2022,Целевое,8.0,314.6,Международные отношения,к. Астрахань,+7 902 762 75 32,77.0,,,67.0,,91.0
Ия Викторовна Галкина,2021,Целевое,7.3,333.6,Информатика,к. Оленек,+7 148 292 3563,,,,94.0,90.0,77.0
Конон Анатольевич Андреев,2020,Целевое,8.4,314.8,Международные отношения,ст. Сладково,8 (273) 976-9256,,71.0,,70.0,90.0,
Фокина Элеонора Вячеславовна,2019,Бюджет,7.9,273.2,Прикладная информатика,к. Шуя,8 (193) 581-05-94,48.0,,,,77.0,69.0
Бурова Раиса Егоровна,2022,Целевое,8.8,349.3,Философия,к. Воркута,83899279710,,,,100.0,99.0,62.0
Лаврентьева Марфа Артемовна,2023,Бюджет,9.8,273.0,История,ст. Нязепетровск,+76663334772,,56.0,51.0,68.0,,
Беляева Дарья Федоровна,2023,Целевое,7.7,326.8,История,с. Нижний Новгород,+7 120 555 51 31,87.0,83.0,,,,80.0
Зыкова Вероника Альбертовна,2023,Платка,8.8,354.6,Прикладная информатика,д. Тверь,+7 (041) 570-1296,85.0,,,,82.0,100.0
Иванна Феликсовна Евдокимова,2019,Целевое,9.5,374.6,Радиофизика,с. Моршанск,+7 (464) 271-1520,98.0,,90.0,,92.0,
Филимон Трифонович Семенов,2022,Бюджет,7.9,248.9,Радиофизика,п. Киров (Вятка),8 664 043 6922,58.0,51.0,,,,61.0
Мефодий Васильевич Авдеев,2022,Целевое,7.2,338.1,Философия,п. Тосно,+7 (016) 198-03-64,,96.0,,85.0,,85.0
г-жа Зайцева Элеонора Ефимовна,2021,Платка,8.3,359.4,Прикладная информатика,с. Тотьма,+7 738 175 7862,,,100.0,100.0,,76.0
Епифан Тимурович Русаков,2019,Бюджет,7.3,293.9,Кибербезопасность,п. Адлер,+7 650 767 70 71,,66.0,,76.0,,79.0
Дарья Леоновна Селезнева,2023,Бюджет,6.5,288.8,Прикладная информатика,клх Железногорск(Курск.),+7 (602) 216-43-80,63.0,94.0,,,67.0,
Варлаам Давыдович Абрамов,2022,Платка,9.5,242.7,Психология,к. Тосно,+77323811319,47.0,,,47.0,,54.0
Филиппова Татьяна Тарасовна,2023,Платка,7.1,357.1,Кибербезопасность,г. Зеленогорск (Ленин.),+7 (280) 698-25-24,,86.0,100.0,100.0,,
Никитин Емельян Артемьевич,2022,Бюджет,8.7,206.3,Прикладная информатика,г. Волгодонск,+7 (536) 166-70-56,,24.0,,73.0,22.0,
Соболев Викентий Феофанович,2021,Целевое,8.5,385.2,История,к. Мураши,+7 (696) 805-07-68,,,100.0,100.0,,100.0
Софон Теймуразович Воронцов,2021,Бюджет,6.6,334.0,Философия,д. Поронайск,8 (590) 919-34-12,,86.0,88.0,,94.0,
Никифорова Любовь Богдановна,2021,Бюджет,6.2,248.8,Прикладная информатика,с. Надым,+7 397 878 7079,68.0,,60.0,,,59.0
Мартынова Ирина Олеговна,2020,Целевое,6.3,304.1,Информатика,ст. Чита,8 131 585 9723,88.0,,,95.0,58.0,
Кира Анатольевна Крылова,2020,Платка,6.3,313.4,Кибербезопасность,клх Середниково,8 562 288 3621,83.0,91.0,,,,76.0
Суханова Зинаида Дмитриевна,2021,Платка,5.6,276.9,Прикладная математика,с. Елец,8 128 605 8428,62.0,69.0,,90.0,,
Валентина Наумовна Горшкова,2020,Бюджет,9.1,351.4,Психология,к. Чайковский,8 063 105 50 57,88.0,,,84.0,88.0,
Евлампий Гаврилович Лазарев,2022,Целевое,7.6,310.6,Радиофизика,с. Южно-Сахалинск,88275268782,79.0,,,,83.0,73.0
Артемий Дорофеевич Мясников,2021,Бюджет,9.6,300.0,Радиофизика,г. Петушки,8 127 076 8221,,60.0,,77.0,67.0,
Велимир Иосипович Тарасов,2019,Платка,7.1,219.5,Информатика,д. Плесецк,+7 (644) 412-76-55,44.0,,,,44.0,60.0
Мария Сергеевна Соловьева,2021,Бюджет,10.0,384.0,Прикладная математика,с. Джейрах,8 379 265 6908,,,93.0,96.0,,95.0
Бирюкова Лукия Тарасовна,2020,Платка,7.3,255.8,Психология,д. Южно-Курильск,8 (181) 246-57-35,68.0,58.0,57.0,,,
Филатов Сильвестр Витальевич,2021,Бюджет,10.0,335.0,Кибербезопасность,г. Томск,+7 (300) 228-6177,,,,84.0,81.0,70.0
Беспалова Тамара Владимировна,2020,Платка,6.5,273.4,Прикладная информатика,к. Бавлы,+7 (841) 282-1869,,89.0,70.0,,49.0,
Евсей Димитриевич Григорьев,2022,Целевое,9.5,389.5,Международные отношения,с. Бреды,+7 909 470 83 76,100.0,,,100.0,,95.0
Уваров Аникей Григорьевич,2019,Платка,6.7,241.2,Радиофизика,д. Гатчина,8 448 582 1307,54.0,,,,62.0,58.0
Терентий Феофанович Ларионов,2021,Бюджет,5.6,227.3,Кибербезопасность,п. Вендинга,8 (682) 249-5817,,57.0,,59.0,,55.0
Казакова Лукия Михайловна,2023,Платка,9.0,339.7,Радиофизика,г. Таштагол,+7 359 517 92 57,91.0,63.0,,96.0,,
Субботин Олимпий Вячеславович,2019,Бюджет,7.4,242.3,Информатика,с. Ялуторовск,8 (424) 869-8539,44.0,,,,56.0,68.0
Костин Тарас Филатович,2019,Платка,7.7,316.0,Философия,клх Городовиковск,+7 140 224 4900,91.0,79.0,69.0,,,
Потапова Ксения Сергеевна,2020,Бюджет,9.0,232.8,Философия,клх Инта,+7 (700) 934-09-27,,,43.0,41.0,59.0,
Зыков Тимофей Марсович,2021,Целевое,9.0,359.6,Прикладная информатика,клх Мирный,+7 (782) 231-9096,96.0,,87.0,,87.0,
Алина Федоровна Маркова,2020,Платка,7.1,325.3,Прикладная информатика,г. Каспийск,81562870809,78.0,,100.0,,76.0,
Ростислав Анисимович Самойлов,2020,Целевое,6.6,326.6,История,г. Дзержинск,8 969 946 3637,91.0,,,,98.0,72.0
Лукия Альбертовна Кириллова,2023,Платка,4.9,207.2,Международные отношения,г. Надым,8 113 919 8760,49.0,63.0,46.0,,,
Яковлева Юлия Даниловна,2019,Платка,7.6,350.0,История,д. Псебай,+7 (690) 298-6916,,75.0,,,99.0,100.0
Надежда Оскаровна Романова,2019,Платка,7.9,303.9,Международные отношения,п. Усть-Кут,+7 791 635 56 50,,71.0,,65.0,89.0,
Титов Вышеслав Алексеевич,2022,Бюджет,8.1,290.4,Прикладная информатика,г. Урай,+7 (915) 589-47-87,,64.0,,87.0,58.0,
Синклитикия Петровна Миронова,2019,Целевое,8.1,281.7,Международные отношения,клх Новый Уренгой,+72520963395,66.0,,,,68.0,67.0
Абрамова Антонина Ильинична,2023,Целевое,7.5,344.1,История,к. Хасавюрт,+7 (869) 667-78-10,95.0,,,91.0,,83.0
г-жа Козлова Глафира Вениаминовна,2020,Платка,7.3,216.8,Прикладная математика,п. Тарко-Сале,8 (415) 448-0330,,,54.0,,41.0,49.0
Давыд Абрамович Михайлов,2022,Бюджет,7.6,334.8,Прикладная математика,г. Бугульма,8 571 048 6832,,82.0,89.0,88.0,,
Иларион Антипович Пахомов,2020,Целевое,8.2,192.2,Философия,ст. Сочи,+7 578 558 3832,48.0,,30.0,,,32.0
Кабанов Ефрем Давыдович,2021,Платка,7.7,376.8,История,г. Советский,8 394 394 2393,100.0,100.0,,,,100.0
Медведев Никита Эдгарович,2019,Целевое,7.7,265.0,Философия,п. Кабанск,8 244 060 17 13,66.0,61.0,,61.0,,
Гуляева Светлана Аркадьевна,2019,Целевое,8.6,326.4,Психология,ст. Токсово,8 520 123 2138,80.0,84.0,,,,76.0
Всеволод Феликсович Филатов,2023,Бюджет,7.2,209.3,Философия,ст. Камышлов,8 930 908 82 09,,30.0,42.0,65.0,,
